ID Comentario,Nome do usuário,Mensagem,Ándre,Vinícius
1009026819197921_606659502858038,Messias Antonio Ferreira,não esqueçam de dar print na enquete. pode ser colocado como rejeição a bolsonaro.,4,4
1009026819197921_577883752409314,Jobson Bronson,Esperando a fala do #PresidentedaRepública em 2018. Jair Messias Bolsonaro.,1,1
1009026819197921_569322053262905,Salvia Cardoso Correia,Ele Bolsonaro e sua igreja não houve ainda tempo hábil para ele seguir o seu mentor Eduardo Cunha...,4,4
1009026819197921_241145826333369,Lénylton Dantas,"Bolsonaro ja devia ta preso! Mas... Como nosso Brasil é dessa forma, ele ta ai solto!",2,2
1009026819197921_224538184682727,Euclydes Oliveira Cardoso,Se nós poderiamos voltar Votaria no Jair Bolsonaro entre os cinco é o melhorzinho.,1,1
1009026819197921_569339913261119,Heberty Cássio Costa,"Desses aí? O Bolsonaro, só pra ver ele bater na esquerda como presidente da Câmara.",1,1
1009026819197921_1861932440712372,Bira Leite,Com BOLSONARO e magno malta o nosso país caminha para um grande futuro,1,1
1009026819197921_1305123466248427,Bira Leite,Bolsonaro presidente da câmara federal  em 2018  nosso BRASIL tem jeito ou as forças armadas ou  BOLSONARO na presidência da República,1,1
1009026819197921_256392624773073,Santi Reynold,Esqueci que os esquerdistas não sabem ler...Bolsonaro patriota honrado,1,1
1009026819197921_100770270440635,André Rietjens,Bolsonaro nesses ladrão corrompendo ate as pesquisa de rede social 😂😂,1,1
1009026819197921_733331216819385,John Vertelo,Vey se as eleições dá presidência dá câmara fosse feita agr Bolsonaro ganharia,1,1
1009026819197921_686390788208790,Miguel Arcanjo Dos Santos Santos,Eh - - -  em  capitão Bolsonaro /brasileiros !!  queiram  restaurar nossa brasilidade,1,1
1009026819197921_283383638744608,Leonardo Lima,"Cadê os votos do Bolsonaro? O PT já roubou Petrobras, roubou todos do Brasil, e ainda quer roubar em uma votação de Facebook?",4,4
1009026819197921_247037659056587,Fernanda Janolli,Jovair mas ágora quero ver e muito barulho então e BOLSONARO!!! NÃOOOOOOOOOOOOO quero Rodrigo maia,1,1
1009026819197921_683687115136215,Leonardo Oliveira,Vamos juntos meu capitão e presidente Jair Messias Bolsonaro hahaha 💪!,1,1
1009026819197921_260522011035560,Vinicius Moraes,"amigos, ainda há tempo. o pt tem que votar na erundina pra evitar a vitória do bolsonaro! e sem essa de rachar a esquerda haha",2,2
1009026819197921_1873843442852204,José Aroeira,"Bolsonaro, é o homem pra ser presidente dá câmara, e o proximo presidente do País sim, é claro.",1,1
1009026819197921_1880112418868288,Rodrigo Pavão,Hahahah... só vejo carinha zangada e nenhum voto pro bolsonaro. Q pesquisa fajuta é essa?,4,4
1009026819197921_1266455523439988,Francisco Guerreiro,"Pena que esses comentários e ou preferencia por um deles não sirva para nada, ainda assim acredito que o Bolsonaro seja o menos pior.",2,2
1009026819197921_1672336916398304,Pedro Guedes,Brasileiros deixeem de ser pivetes ok bolsonaro e o cara ficha limpa pensem nisso,1,1
1009026819197921_1888345718090790,Arlindo Altrão,"Jair Bolsonaro não aparece em nehuma denuncia de corrupção, votaria nele.",1,1
1009026819197921_1325198980874201,Léo Andréas Moreira Assimakopoulos,"Não tenho nada contra mulher, mais se levantou a bandeira vermelha ja perde toda credibilidade!!! BOLSONARO NO PODER!!!!",1,1
1009026819197921_1811962682375763,João De Souza Filho,"Bolsonaro ganhar mostra a quantidade de neurônios do ""eleitorado"", quer dizer, a falta deles.",2,2
1009026819197921_261112547659279,Andryo Eloy,"Quando Bolsonaro ganha vo nada em lagrimas, minhas e dos esquerdinhas  minhas de de gria KK e dos esquerdas já sabem né",6,6
1009026819197921_247058589054494,Weldjohnson Costa,BOLSONARO GANHA EM TODAS AS ENQUETES! SEJA ONDE FOR! #Mito,1,1
1009026819197921_787215714759733,Rick Petterson,"Os caras nem contam do Bolsonaro hahahahahahahahahahahahaha 
Vitória esmagadora 
Prepara petralhada,  #BolsonaroPresidente2018",4,4
1009026819197921_1853511281594947,Mateus Ribeiro Fabricio,Bolsonaro ganhando na pagina do pt e gostoso dimais ...chupa esquerdopatas,4,4
1009026819197921_1304966886264085,Rodrigo Campos,"Bolsonaro ganha em qualquer pesquisa.
Só perde nas que o PT compta e ninguém sabe quem opinou.",1,1
1009026819197921_1853515308261211,Allan Faganello,Rose Andrade me mostre alguma lista com o nome do Bolsonaro em esquema de corrupção,4,4
1009026819197921_245823872532605,Bruno Mineirinho,Bolsonaro 2018... 99% votando em Jair Bolsonaro e os números dele não se alteram... muito estranho isso,1,1
1009026819197921_772697506210908,Felipe Bandeira,Apesar de saber que esses corruptos não irão votar no Bolsonaro. #SomostodosBolsonaro,1,1
1009026819197921_1893937680843324,Nil Porto,Bolsonarooo!!! Mas o jogo político sujo de Brasília não permitirá isso acontecer. O discurso promete!!!,1,1
1009026819197921_244292049353144,Euripedes Leal,"Eu votaria no Tiririca, este tambem não tem nome na Lava jato e entende bem de politica como o Bolsonaro.",1,1
1009026819197921_243832412728489,André Ranulfo,hauhauah... Tiro saiu pela culatra. E nem adiantou por carinha de raiva. BOLSONARO 2018!,1,1
1009026819197921_458385630951924,Adalberto Antonio Bebeto,"Bom demais ver o PT ,tomando PT na própria página e duas alegria ver o Bolsonaro disparado eo PT derrotado",6,6
1009026819197921_1888324844759544,Gabriel Feliciano,"ADM da pag. Apagando a pesquisa em 3...2...1... ""Jair Messias Bolsonaro Win""",1,1
1009026819197921_733309323488241,Matheus Souza Rodrigues,"Bolsonaro saiu com um cara de 18 anos do hotel e daí , depois a direita q são os  preconceituosos",4,4
1009026819197921_1241739425862122,Dalvo Barbosa,"Só por essa foto eu já votava no Bolsonaro. Esse olhar de ""vou tacar fogo nessa desgraça"" já merece um voto!",1,1
1009026819197921_386053095092331,Higor Bittencourt,Não conseguem um resultado decente nem mesmo na própria página. Nem com o pior emoji representando  Bolsonaro! Fracassados,4,4
1009026819197921_1745767075738235,Santos Moraes,Nessa câmara só tem bandidos infelizmente Bolsonaro nessa não ganha.,2,2
1009026819197921_145032679337728,Isabel Paizan,"Eita  Senador! ! 
Não  é  por falta de aviso! ! 
Político  precisa ouvir a sociedade! ! 
Bolsonaro! !",4,5
1009026819197921_1888359488089413,Maicon Bonissoni,"Nem colocando a pior foto do Bolsonaro, e o emoji de nervoso sendo o voto pra ele, vcs conseguem reverter... Já era, é #bolsonaro2018",1,3
1009026819197921_1360798373983579,Santi Reynold,Cara podiam fazer um jogo de Xbox com o Bolsonaro batendo nos pão com mortadela,4,6
1009026819197921_261130524324148,Custódio Neto,VOTARIA NO BOLSONARO E TORCERIA PARA AINDA NO PLENÁRIO MANDAR PRENDER ESSA CORJA DE PARASITAS...,1,1
1009026819197921_1249603161814152,Gabriel Roland,1234 5 mil queremos Bolsonaro presidente do Brasil,1,1
1009026819197921_394690774217481,Santi Reynold,Botaram uma foto do Bolsonaro feia pra caraca mais ele é ele independente de foto...Dale boksomito,1,3
1009026819197921_1893849160847113,Bruno Rezende,Invasão de terra improdutiva! Bolsonaro goleia fora de casa!,6,1
1009026819197921_1266493816769492,Maria Dolores Toledo,Rsrs O BOLSONARO só para poder falar que se candidatou PORQUE ELE não aguentaria a imparcialidade.Ele presidente so da república em 2018.,3,3
1009026819197921_1931975190357659,Valdemar Reinert,"Bolsonaro = ditador,  torturador,  mentalidade medieval,  fascista, fundamentalista...( para dizer pouco )",2,2
1009026819197921_1639833672980092,Alexandre Santos Gomes,Ja repararam que sempre colocam essa imagem do Bolsonaro  kk mds,4,5
1009026819197921_686373954877140,Ana H de Helena,Corrupto apenas não... Bolsonaro parece capaz de crimes bem mais hediondos,2,2
1009026819197921_434512383547100,Higor Ayalla,"😂😂😂nem juntando todos os petistas! da metade dos votos do #Bolsonaro, essa que é a verdadeira pesquisa aqui quem vota é o povo!",1,5
1009026819197921_1888317371426958,Denise Queirozz,"Eu sou Bolsonaro, mais são cartas marcadas, e vai ganhar Rodrigo Maia.",3,4
1009026819197921_244333952682287,Bruna Fontes,Colocam a pior foto de Bolsonaro afim de denegrir a imagem dele. E olha que o MITO tá ganhando. #bolsonaro2018,1,3
1009026819197921_686389804875555,Laion Jones,"hahaa capitalismo opressor>>>>abismo>>> socialismo lixo. Chora esquerda! O mito vai ganhar, é Jair Bolsonaro!!!!!!",1,1
1009026819197921_1392879904118608,Joao Paulo Facchim,Colocam foto cabulosa e mene de raiva pro bolsonaro....eeeeta ferro heim....,4,5
1009026819197921_224539701349242,Ernandes Marques Martins,Deus esta com vc Bolsonaro vc fala a verdade doa a quem doe vc sempra o q o povo tem vontade de fala,4,1
1009026819197921_224382081303358,Vanir Silva,Bolsonaro homem íntegro. Honesto.representa a família de bem do Brasil,1,1
1009026819197921_1209935042424248,Joao Bosco Ribeiro,"Jair Bolsonaro para presidente; vai deixar o diabo feliz; pela razão de ter seu rival, 
longe do inferno.",1,4
1009026819197921_1325276207533145,Fernando Attuy Costa,"Rapaz.  Vai fazer outra coisa, pq pra vc acreditar no Bolsonaro,  nem um livro irá salvar sua mente incompetente",2,2
1009026819197921_139094709934502,Zelia Ottoni,Bolsonaro nao se preocupe estes vermes tem mega despeito e inveja  de vcs Deus eh fiel.,1,5
1009026819197921_1538613629486804,Andriel Monteiro,"Maria não é botando mulher no poder que vai acabar com o machismo, temos que botar o mais competente, ou seja, bolsonaro",1,4
1009026819197921_224541961349016,Marcos Alvino,"Chora bando de safados do PT, podem fazer milhares de enquetes, pq em todas só da o BOLSONARO 😂😂😂😂😂😂😂😂😂😂",1,4
1009026819197921_1209956589088760,Paulo Henrique,Ainda bem que a maioria que apoia o lixo do Bolsonaro sequer pode votar. Ufa!,2,2
1009026819197921_1888326294759399,Henrique Sigoli,"Erundina Pilantra!  Acabou com SP!  Some daí comunista!! 
BOLSONARO PRESIDENTE!!",1,4
1009026819197921_191559384656347,George Ferreira,"Bolsonaro pra presidente do país, da câmara, do senado, até pra sindico do prédio 
!!!",1,4
1009026819197921_1932015837020261,Davi Silva,"Que interesante, foi direto do 12k para o 14 k, porque BOLSONARO não quer nada com o 13...",6,4
1009026819197921_1837526693197209,Fabio Gomes,Jair Bolsonaro pena de morte para qualquer tipo de vagabundo começando com os políticos ladrões,4,5
1009026819197921_409275889412040,Wal Fernandes,"30,6 Jair Messias Bolsonaro 😂😂😂 mitou. Se fosse o povo já era o presidente da câmara ✌🏻👏👏👏",1,1
1009026819197921_1196726180376182,Jose Carlos Lima,"Forças Armadas já, pra acabar com a festa desses políticos corruptos,e Bolsonaro na presidência",1,1
1009026819197921_224601444676401,Lu Melero,"essa pagina nunca teve mil curtidas em uma publicaçao, graças ao Bolsonaro eles chegaram a marca de 22 mil curtidas hahahahahaaha Agradeçam!",4,5
1009026819197921_1767178506936860,Rodrigo DoCarmo Vieira,"Dói né?! 
Ser de página esquerdista e ver o Próximo presidente humilhar assim
Bolsonaro2018",1,5
1009026819197921_1405462789526846,Leonardo Albuquerque,Bolsonaro não teve capacidade de passar na prova da OAB e vcs acham que ele tem capacidade para ler um texto?,2,2
1009026819197921_382108938811059,Fernando Martins,Quer dizer que até em página petista o Bolsonaro é disparado??...pegue lavagem!....rsrrrr,1,5
1009026819197921_248583198916170,Malah Maurício Malah,"Espero que o discurso do Bolsonaro convoque os brasileiros para irem as ruas defender o Brasil. 
Movimento Brasil Livre",4,5
1009026819197921_369827223386142,Yohan Cröïff,"Bolsonaro será o presidente da republica ñ tem com ele vai ganhar vcs queiram ou ñ

Sou bolsonaro até o fim❤",1,1
1009026819197921_1392880224118576,Lúcio Stuan,Bolsonaro com certeza! Erundina na cadeia sem a menor dúvida!!!!!!,1,1
1009026819197921_1209558569164780,Juarez Batista de Souza,Enquete furada aqui só me aparece Bolsonaro e no resultado ele só tem um voto?isso é furada,4,1
1009026819197921_1196740130374787,Léo Camargo,"Bolsonaro, na câmara não temos forças, porém nas urnas para Presidente pode esperar!",3,1
1009026819197921_1227118310658696,Maria Damaceno,"Pelo amor de Deus Bolsonaro não
Sérgio Moro 2018 
Chega desses Crápulas!",2,2
1009026819197921_733294126823094,Adriano Laranjeira,Bolsonaro ... mais esperamos que ele venha pra presidência da República ele seria de grande importância para os brasileiros,1,1
1009026819197921_283121918772933,Vilma Solange,"Votaria no Bolsonaro, só por não estar na lista negra da Lava Jato.",1,1
1009026819197921_114332475750049,Christian Bezerra,"Ganhar em casa é bom, mas ganhar fora É MELHOR AINDA! #Bolsonaro2018",1,5
1009026819197921_1538548592826641,Fredd Fontes,"Céus, porque vc não encerraram a enquete com Bolsonaro em segundo? Estão dormindo, fumando maconha?",4,5
1009026819197921_1888382108087151,Vanusa Mulek Souza,"Se a câmara ouvisse a voz do povo, votaria no Jair Messias Bolsonaro, mas o que menos os políticos fazem é ouvir o povo.",4,4
1009026819197921_1849919328564541,Edilton Cavalcanti,"28 mil são os votos do Bolsonaro é surra em cima de surra, da neles Bolsonaro.",1,4
1009026819197921_363470420702079,Edgar Gustavo Vasconcellos,"Hahahahaha... quase 80% escolhendo Bolsonaro, mesmo numa postagem Petralha! Nada melhor que isso!!!
#Implicante
#Ilisp
#MBL",4,1
1009026819197921_1865947276986336,Fredd Fontes,"Até na página do PT Bolsonaro tira onda, mesmo botando a ""carinha de raiva nele""",5,4
1009026819197921_248589398915550,Caio Matos,Bolsonaro é o cara. Ele é um cara que realmente quer fazer pelo Brasil.,1,1
1009026819197921_1888344221424273,Enio Morais,"Pessoal, vamos oprimir,  senta o dedo na carinha de mal e vamos dobrar a quantidade de curtidas do Mito Bolsonaro.",1,1
1009026819197921_1910983105798653,Rafael Henrique,Bolsonaro sempre!!!! Precisamos de pessoas que lutem pela família e não pra bandido,1,1
1009026819197921_588748237996962,Max Karine Rabelo,A turma do PT e corajosa de fazer uma enquete dessas... vai dar BOLSONARO na cabeça é claro 👍,1,1
1009026819197921_256390191439983,Julio Vasconcelos Affonso,Só neném que não vota apoiando bolsonaro! O presidente do facebook... pq voto que é bom nada!!!,5,3
1009026819197921_1209942622423490,Guii Santos,Bolsonaro presidente do Brasil,1,1
1009026819197921_1266471473438393,Alfa Linhares Carlesso,"Me impressiona esse povo que acha Bolsonaro pessoa de bem. Homofóbico, misógino, preconceituoso",2,2
1009026819197921_733321290153711,Fátima Horta,"Eu coloquei coração, pois eu amo bolsonarooooo!! Mas errei! Desculpe!",1,5
1009026819197921_1874198739515994,Victória Luiza,"Sempre pegam a pior foto do Bolsonaro, incrível como vcs são ""honestos""",6,4
1009026819197921_733328666819640,Hannah Laura,"A direita é o remédio para o Brasil, Bolsonaro é o médico que o Brasil precisa",1,1
1009026819197921_1842292662694217,Joaquim Guimaraes Guimaraes,"a pesquisa é fajuta , os votos em rodrigo maia , jovair arantes e bolsonaro estão sendo descartados . ja fiz o teste",5,5
1009026819197921_1779974948994952,Evelynne Farias,Contabiliza as reações do Bolsonaro ai gente. Vão roubar até na pesquisa??,5,5
1009026819197921_423032294755170,Michell Máximo,"Jair Messias Bolsonaro ganhou, agora eu quero q a página exclua este post!!! #BolsonaroPresidente2018 #MeuPresidente",1,1
1009026819197921_250249335400839,Mateus Parizotto,Maaaano olha a velocidade que Bolsonaro ta ganhando de votos,1,1
1009026819197921_1893919177511841,Marcos Amaral,Bolsonaro é o parlamentar mais produtivo...quantos projetos ele já apresentou? foi aprovado algum projeto?,6,6
1009026819197921_205721786562715,Eduardo Dantas,"Infelizmente ladrão nao vota em homem honesto, se nao o Bolsonaro ganharia.",1,6
1009026819197921_1222935161136597,Ygor Bacelar,"olha a foto que os caras colocam do bolsonaro e o emotion... hahahhaha 
mesmo assim ele ganha.",5,5
1009026819197921_1325240897536676,Ygor Bacelar,os caras colocam os emocions do Bolsonaro de raivinha.. hahahhahahahah,5,5
1009026819197921_458391767617977,Marciana Menezes Feitosa,"Fazendo carinha de raiva, vocês estarão votando no Bolsonaro. Tai ele estar ganhando. Votem  carinha de ❤",5,5
1009026819197921_733272480158592,Elysson Lucas,"E vcs esquerdistas sem argumento
Me diz uma motivo pra não votar em bolsonaro?",5,5
1009026819197921_1811965039042194,Elton Albuquerque,Vamos endireitar o Brasil Jair Messias bolsonaro,1,4
1009026819197921_1853140641611865,Wilma Marques,"O PT deu PT. Bolsonaro 2018. Pela valorização da família, contra a corrupção.",1,1
1009026819197921_733265863492587,Ernandes Marques Martins,O Brasil anceia pelo bolsonaro na presidencia,1,1
1009026819197921_1232409426867236,João Marcelo,Wellington Gabbriel isso é na pagina de petista ainda #Bolsonaro2018,1,5
1009026819197921_1893917707511988,Alisson Henrique,Agora que Bolsonaro passou eu já posso cantar: paw paw paw paw O choro vai começar 🎵🎶📢📣,1,5
1009026819197921_606677532856235,José Aroeira,"O Brasil preciso de um homem sério,Bolsonaro hoje e depois  em 2018 sim...",1,1
1009026819197921_1590822534280136,Glayson Ribeiro,"Bolsonaro evidente, votem Jair Bolsonaro por favor merecemos ele na presidência da Câmara",1,1
1009026819197921_1538598629488304,Jean Souza,Bolsonaro não. Eu voto na democracia no poder falar pensar e agir #Bolsonaronao,2,2
1009026819197921_569326279929149,Pablo Marcelo,"Nunca fiquei tão feliz em fazer carinha de ""Raiva"" #SomosTodosBolsonaro",1,1
1009026819197921_900681410073957,Erivaldo Pereira Lino,Bolsonaro é a moral que o BRASIL precisa.,1,1
1009026819197921_1196725183709615,Sandra Kattan,Que venha Bolsonaro! Impeça a entrada de imigrantes de araque!!! Proteja o BRASIL!!!!,5,1
1009026819197921_222109741585229,Ricardo Papa,"Bolsonaro
Presidente da câmara 
2018 presidente do Brasil",1,1
1009026819197921_1811983495707015,Matheus Gallo,BOLSONARO só não ganha em pesquisa do data Folha. Pq será? Hahahahaa,6,6
1009026819197921_261121014325099,Matheus Gallo,Dizem que Bolsonaro não aprovou nenhum projeto. Mas me digam qual projeto a esquerda aprovou e ajudou em algo a população?,5,5
1009026819197921_1435732809804372,Lucas Fernandes,Jair Messias Bolsonaro poha. Pena que la so tem corruptos e comprados,1,1
1009026819197921_1538550066159827,Matheus Gallo,"Quem quer bandido no seu devido lugar (ou seja, na vala.) Vota em BOLSONARO!!",1,1
1009026819197921_1853511234928285,Matheus Gallo,"Se mostrar algum envolvimento do Bolsonaro com corrupção, eu mudo meu voto.",1,1
1009026819197921_233824557027358,Dalva Cardonha,Bolsonaro mas já está certo que será Rodrigo Maia para continuar tudo como está,5,4
1009026819197921_224539538015925,Matheus Gallo,"Se bolsonaro não aprovou um projeto, sinal que está no caminho certo.",6,1
1009026819197921_343885522671567,Carlos Eduardo Bocardi,Bolsonaro lógico !! Mas os #corruPTos o temem tanto que não teria chance !!!,1,1
1009026819197921_673910699477478,Alexandre Lira Batata,Se o Bolsonaro fosse presidir a câmera ele não poderia presidir o país seus bolsominions! Erudinda é a melhor opção,2,2
1009026819197921_222143594915177,Marcius José De Souza Pacheco,Ptistas corruptos. O lugar de voces e em Cuba que os pariu ....Bolsonaro ja !,5,1
1009026819197921_1811994945705870,Sandra Regina,Pesquisa de comunistas... nunca dizem a verdade..... É  BOLSONARO NA CABEÇA!,1,1
1009026819197921_1578163288864491,Diogo Marchetti,"A família inteira dos Bolsonaro se candidatando e o povo trocha que paga as contas deles, ainda bate palma e acha bonito.",2,2
1009026819197921_1246821335394848,Diogo Marchetti,"O filho do bolsonaro, o primo, o tio, tudo no governo e os trocha pagando pai e a conta deles do restaurante.",2,2
1009026819197921_256385278107141,Diogo Marchetti,Primo do bolsonaro tava ganhando 400 mil trabalhando de laranja no senado.,2,5
1009026819197921_2214575668767062,Diogo Marchetti,Família bolsonaro mamando no governo graças ao time de kid que paga pau.,2,2
1009026819197921_1745752165739726,Fredd Fontes,"Povo fala que Bolsonaro é Machista, Fascista, Taxista, Maquinista, não estou nem ai, é Bolsonaro 2018.",1,1
1009026819197921_233819123694439,Fernando Valente,"bolsonaro, o congresso precisa votar o plc 3722 o quanto antes.",5,5
1009026819197921_226738201063391,Mayko Aranha,"Não gosta do Bolsonaro? Simples, aceita que dói menos. 2018 ele vem com tudo!!!!",5,6
1009026819197921_406071429746394,Dv Celeste,Jair Bolsonaro é o melhor é vai dar moralidade. É isso que o Brasil precisa.,1,1
1009026819197921_1888319568093405,Uarle Pereira,"Bolsonaro ganhando na página do PT, 2018 é logo ali",1,1
1009026819197921_1590940294268360,Tiago Felipe,Bolsonaro representa todo cidadão de bem é os bons costumes,1,1
1009026819197921_224407521300814,Joao JP,"Como é bom entrar nas redes sociais, e ver o nome BOLSONARO em todos os lugares haha",1,1
1009026819197921_233791427030542,Calebe M̶a̶r̶c̶o̶s,"Bolsonaro 2018 e pra quem é contra estude a história imparcialmente,procure a verdade e não as fábulas que te contaram ;)",1,1
1009026819197921_168334216989875,Hanriok Brito,"Não cansam de passar vergonha! colocam ele com a carinha de mal e a foto de carrasco, bando de vagabundos, vão ter que engolir o Bolsonaro",5,5
1009026819197921_1325171937543572,Nando Santoos,O mandato e de 2 anos como presidente da camera federal.  Bolsonaro! !!!!,1,5
1009026819197921_640894492779061,João Otávio,Bolsonaro corrupto? Te gente precisando visitar a NET e dar uma pesquisada,6,5
1009026819197921_1931996003688911,Philipe Faria,"Se o Bolsonaro for eleito, já haverá uma grande mudança nessa bagunça",4,1
1009026819197921_1305057512921689,Bruno Mikaell,Q isso bolsonaro eu ñ to te entendendo devastando o pt inteiro,5,6
1009026819197921_1222687087848591,Cory Matos,Na era dos roboglobotizados bolsonaro é herói. Fascistas ñ passarão.,2,2
1009026819197921_257697407985894,Hergton Talon,Bolsonaro. Mas é  muito trabalho pra ele fazer tem que tirar todos os corruptos safados.,1,1
1009026819197921_253174721761396,Thiago Babetto,A cada 500 votos pro Bolsonaro aparece 1 no placa. ....pesquisa sem vergonha,6,5
1009026819197921_971814102949152,Mariana Moraes,Joao Pedro Chaves Gabriel Moura HAHAHAHAHAHAHAHA Bolsonaro ganhou na página deles,1,1
1009026819197921_1047388962074035,Fernando Paes,Tinha que ter tirado o Jair Messias Bolsonaro para não passar vergonha xD,2,5
1009026819197921_1209947762422976,Lucas Trapp,"Ele defender o Cunha n qr dizer q esteja metido em corrupção :) 
#PrimeiramenteBolsonaroPresidente",1,1
1009026819197921_569321756596268,Icaro Macedo,"Frederico, o seu partido é de base aliada ao Temer e o Bolsonaro nn tem controle de quem o PSC vai apoiar",5,5
1009026819197921_260527051035056,Icaro Macedo,"Jose Clovis Arruda, o Bolsonaro nunca foi citado em nenhum caso de corrupção.",5,1
1009026819197921_1910995332464097,Kelvyn Vitor,5 mil votos dos 10 minutos que estou na enquete!!! Bolsonaro mitando todo dia kakakakakaka,1,1
1009026819197921_1210054305745655,Laine Ferreira,"Até na própria página do PT,  o Bolsonaro sai ganhando! 
HAHAHAHAHAHAHAHAHAAHHAAHAHAHAHAHAHAHAHAHAHAH",1,1
1009026819197921_1088433977928878,Almiro Pss,"Bolsonaro mostrou para o Brasil, que só tem quatro honestos na câmara federal, Bolsonaro o povo tá contigo!",1,1
1009026819197921_388686068167673,Amália Angeli,"Fora Temer!
O PT votou em vc, canalha!
Bolsonaro é a vontade da maioria do povo",1,1
1009026819197921_1752172268444156,Eduardo Silvério,Jair Messias Bolsonaro O RESTO É RESTO TUDO BANDIDO TIRANDO O MALTA E UNS 5.,1,1
1009026819197921_256346261444376,Amália Angeli,"Não existe almoço de graça.
Chega de mamar no Estado, cambada de preguiçoso.
Bolsonaro, te amamos",1,1
1009026819197921_1931983863690125,Amália Angeli,"Bolsonaro cuida da Lava Jato!
O Brasileiro de bem te agradece.",5,1
1009026819197921_805073386300115,Francisco Sena,No Facebook Bolsonaro já é o preferido do povo brasileiro! Em 2018 vamos repetir isso nas urnas.,1,1
1009026819197921_1209940015757084,Henrique Monteiro,"1, 2, 3, 4, 5mil, queremos Bolsonaro presidente do Brasil!",1,1
1009026819197921_256338068111862,Junior Andrade,Petista cria enquete ao vivo e leva lavagem ...Pode somar os votos de todos que não supera os votos do Jair Messias Bolsonaro,1,1
1009026819197921_114394569077173,Wermeson Silva,"No Bolsonaro, Honesto, e não gosta de Bandido, esse Vale a Pena xD!",1,1
1009026819197921_805086146298839,Elias Júlio,ME  DENUNCIARAM AGORA PARA NÃO PODER COMENTAR PELO Jair Messias Bolsonaro,5,4
1009026819197921_1325203344207098,Francisco Xavier,Bolsonaro a última e única esperança do Brasil,1,1
1009026819197921_287996841615247,Emilly Carneiro,"O Bolsonaro se parece muito com o presidente de 2018, impressionante",1,1
1009026819197921_382100188811934,Sydnei Alves,Bolsonaro. Só ele é candidato. Os outros são espertalhões correndo atras de uma boquinha.,1,1
1009026819197921_1879759035639116,Roberto Barboza,Bolsonaro....PRESIDENTE....Prá que a camara ...deixa os muleques  aproveitar enquanto dá......!!,1,4
1009026819197921_1384486574916449,Tiago Zini,Pra votar no bolsonaro tem q por a carinha de BRABO!!!!,1,1
1009026819197921_1745743172407292,Nikolas Santos,vÃO VOTAR EM UMA COMUNISTA SAFADA ? O BRASIL TEM O QUE MERECE MESMO. #BOLSONARO2018,1,1
1009026819197921_1047393235406941,Sandra Kattan,Dilma liberou a entrada de imigrantes! Vão concorrer com os brasileiros!!! Bolsonaro salve o Brasil!,1,1
1009026819197921_805071716300282,Nattan Pereira,"Brasil precisa mudar, Bolsonaro já",1,1
1009026819197921_1596447117038105,Alexandre Fattori,"se nao gosta do bolsonaro,  e ze droguinha, ladrao, estrupador ou feminase",5,4
1009026819197921_256374884774847,Murilo Medeiros,BOLSONARO PRESIDENTE DO BRASIL #bolsomito2018,1,1
1009026819197921_1196798853702248,Cassio Arruda,É melhor !!Jair!! se acostumando Bolsonaro 2018!!!,1,1
1009026819197921_165083817321299,Douglas Charles Cunha,"Ué, os votos para Bolsonaro estão bloqueados? Não estão sendo contabilizados. É igual a urna eletrônica?",5,4
1009026819197921_307363579665775,Wiliam Leal,"Bolsonaro , mais quem vota é só político corrupto eo bolsonaro não aceita esquema vai perder mais para presidente vai ser o povo.",3,1
1009026819197921_702919606536536,Elson Vilela,Vcs tem que entender que PT e a vergonha nacional só jegue vota no PT este partido acabou com nosso Brasil. BOLSONARO neles eo melhor,4,1
1009026819197921_1247706525317560,Paulohenrique Paulo,PorQUe nAo aparece as curtIdas de Bolsonaro? Ah entendi votaçao aqui e na pagina do PT voces sao uns perdedores mesmo seu recalcados,4,4
1009026819197921_805073336300120,Suh Rigo Lazaretti,"#BolsonaroPresidente 💙💛💚 
Único ali que vale a pena.",1,1
1009026819197921_1245671588860559,Rosana Clark,MANCHETE DO DIA BOLSONARO LAVA PÁGINA PETISTA GANHANDO ELEIÇÃO DA CAMA DE LAVAJEM😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,1,1
1009026819197921_1389432127774501,Claudio Luba,Bolsonaro pra colocar moral na casa da mãe Joana,1,1
1009026819197921_1726365897693068,William Fernandes,"Reclama quando o cunha é presidente e acha bom quando o Bolsonaro não é votado.

Esquerdista mereceu o cunha que teve.",4,4
1009026819197921_256335371445465,Adiel Costa,Qual desses cinco homens? Bolsonaro.,4,6
1009026819197921_569319089929868,Marcos Ohai,Notasse q na página esquerdista até a gente se destaca #Bolsonaro2018,1,1
1009026819197921_1246835572060091,Raquel Pinheiro,"Bandido treme quando vê a polícia, facções tremem quando fala da PF, petistas se matam quando ouvem o povo clamar por Bolsonaro",1,6
1009026819197921_1196722930376507,Wellington Brêdo,"E é bom Jair se acostumando...

#BolsonaroPresidente2018",1,1
1009026819197921_1222909867805793,Brenner Mynssen,"Bolsonaro guerreiro, orgulho brasileiro",1,1
1009026819197921_226732014397343,Mateus Abdalah,O Acre e o Brasil e Bolsonaro,1,1
1009026819197921_260791444342307,Juvanil Galdino,Essa votação  tem fraude um montão de votos  pra Bolsonaro  é não  tá  aparecendo,4,4
1009026819197921_1305040956256678,Nascimento Andrew,Acho um insulto comparar o Bolsonaro com estes excrementos políticos,1,1
