ID Comentario,Mensagem,Classificação,,,,,,,,,,,,
1009026819197921_256346261444376,"Não existe almoço de graça.
Chega de mamar no Estado, cambada de preguiçoso.
Bolsonaro, te amamos",1,,,,,,,,,,,,1
1009026819197921_805073386300115,No Facebook Bolsonaro já é o preferido do povo brasileiro! Em 2018 vamos repetir isso nas urnas.,1,,,,,,,,,,,,
1009026819197921_1209940015757084,"1, 2, 3, 4, 5mil, queremos Bolsonaro presidente do Brasil!",1,,,,,,,,,,,,
1009026819197921_256338068111862,Petista cria enquete ao vivo e leva lavagem ...Pode somar os votos de todos que não supera os votos do Jair Messias Bolsonaro,1,,,,,,,,,,,,
1009026819197921_114394569077173,"No Bolsonaro, Honesto, e não gosta de Bandido, esse Vale a Pena xD!",1,,,,,,,,,,,,
1009026819197921_1325203344207098,Bolsonaro a última e única esperança do Brasil,1,,,,,,,,,,,,
1009026819197921_287996841615247,"O Bolsonaro se parece muito com o presidente de 2018, impressionante",1,,,,,,,,,,,,
1009026819197921_382100188811934,Bolsonaro. Só ele é candidato. Os outros são espertalhões correndo atras de uma boquinha.,1,,,,,,,,,,,,
1009026819197921_1879759035639116,Bolsonaro....PRESIDENTE....Prá que a camara ...deixa os muleques  aproveitar enquanto dá......!!,1,,,,,,,,,,,,
1009026819197921_1384486574916449,Pra votar no bolsonaro tem q por a carinha de BRABO!!!!,1,,,,,,,,,,,,
1009026819197921_1745743172407292,vÃO VOTAR EM UMA COMUNISTA SAFADA ? O BRASIL TEM O QUE MERECE MESMO. #BOLSONARO2018,1,,,,,,,,,,,,
1009026819197921_1196722367043230,"Sorte que pra ser deputado não pode ser mentalmente incapaz e precisa ser maior de 16 anos, senão, como vemos, o Bolsonaro seria eleito.",2,,,,,,,,,,,,
1009026819197921_1245736778854040,"Bolsonaro pois ele coloca tudo no Bolso dele!!!!!
Bossais!!!! Deus me livre de evangélico no Poder",2,,,,,,,,,,,,
1009026819197921_226728607731017,Graças a Deus pelas pessoas que dizem não ser bolsonaro! Queremos qualidade e não quantidade!,2,,,,,,,,,,,,
1009026819197921_733298163489357,Bolsonaro há 29 anos mamando na Câmara e NUNCA aprovou nenhum projeto!!!,2,,,,,,,,,,,,
1009026819197921_1325179234209509,"Vamos pra cima Eundina, única que não tem acusação de corrupção. Fora Bolsonaro✊🏾👊🏾",2,,,,,,,,,,,,
1009026819197921_224596204676925,Bolsonaro só tem nome limpo pq em 25 anos de carreira não fez nada hahahahaha,2,,,,,,,,,,,,
1009026819197921_1598883680125784,CORRUPTO...http://g1.globo.com/sao-paulo/noticia/2016/04/pgr-vai-analisar-mais-de-17-mil-denuncias-contra-jair-bolsonaro.html,2,,,,,,,,,,,,
1009026819197921_805072822966838,Se ganhar Bolsonaro próximo passo é a volta da escravidão... Só vamos pra atrás!!!,2,,,,,,,,,,,,
1009026819197921_136300006881514,"Bolsonaro não será eleito, porque quem escolherá o presidente da câmara serão os corruptos",2,,,,,,,,,,,,
1009026819197921_1811966582375373,Só lembrando que bolsonaro também está envolvido em esquemas de corrupção,2,,,,,,,,,,,,
1009026819197921_577878932409796,"ME LEVEM DESSE PLANETA! BOLSONARO PRA PRESIDENTE? MIGO, VAI LER UM LIVRO",2,,,,,,,,,,,,
1009026819197921_1874209496181585,"Olha a cara de louco desse Bolsonaro!
Nossaaaaa,eu hem nem pensar.",2,,,,,,,,,,,,
1009026819197921_606676869522968,"Umas pessoas dizendo:somos todos Bolsonaro,somos uma vírgula, eu nao sou,nunca fui,e jamais serei esse crápula.",2,,,,,,,,,,,,
1009026819197921_1196719153710218,"Bolsonaro só é forte na internet, nas urnas Flávio Bolsonaro deu vexame!",2,,,,,,,,,,,,
1009026819197921_1047414165404848,Bolsonaro é um louco demagogo e um imbecil tremendo....pode parar,2,,,,,,,,,,,,
1009026819197921_241145826333369,"Bolsonaro ja devia ta preso! Mas... Como nosso Brasil é dessa forma, ele ta ai solto!",2,,,,,,,,,,,,
1009026819197921_260522011035560,"amigos, ainda há tempo. o pt tem que votar na erundina pra evitar a vitória do bolsonaro! e sem essa de rachar a esquerda haha",2,,,,,,,,,,,,
1009026819197921_1266455523439988,"Pena que esses comentários e ou preferencia por um deles não sirva para nada, ainda assim acredito que o Bolsonaro seja o menos pior.",2,,,,,,,,,,,,
1009026819197921_1811962682375763,"Bolsonaro ganhar mostra a quantidade de neurônios do ""eleitorado"", quer dizer, a falta deles.",2,,,,,,,,,,,,
1009026819197921_1745767075738235,Nessa câmara só tem bandidos infelizmente Bolsonaro nessa não ganha.,2,,,,,,,,,,,,
1009026819197921_1931975190357659,"Bolsonaro = ditador,  torturador,  mentalidade medieval,  fascista, fundamentalista...( para dizer pouco )",2,,,,,,,,,,,,
1009026819197921_686373954877140,Corrupto apenas não... Bolsonaro parece capaz de crimes bem mais hediondos,2,,,,,,,,,,,,
1009026819197921_1325276207533145,"Rapaz.  Vai fazer outra coisa, pq pra vc acreditar no Bolsonaro,  nem um livro irá salvar sua mente incompetente",2,,,,,,,,,,,,
1009026819197921_1209956589088760,Ainda bem que a maioria que apoia o lixo do Bolsonaro sequer pode votar. Ufa!,2,,,,,,,,,,,,
1009026819197921_1405462789526846,Bolsonaro não teve capacidade de passar na prova da OAB e vcs acham que ele tem capacidade para ler um texto?,2,,,,,,,,,,,,
1009026819197921_1227118310658696,"Pelo amor de Deus Bolsonaro não
Sérgio Moro 2018 
Chega desses Crápulas!",2,,,,,,,,,,,,
1009026819197921_1266471473438393,"Me impressiona esse povo que acha Bolsonaro pessoa de bem. Homofóbico, misógino, preconceituoso",2,,,,,,,,,,,,
1009026819197921_1538598629488304,Bolsonaro não. Eu voto na democracia no poder falar pensar e agir #Bolsonaronao,2,,,,,,,,,,,,
1009026819197921_673910699477478,Se o Bolsonaro fosse presidir a câmera ele não poderia presidir o país seus bolsominions! Erudinda é a melhor opção,2,,,,,,,,,,,,
1009026819197921_1578163288864491,"A família inteira dos Bolsonaro se candidatando e o povo trocha que paga as contas deles, ainda bate palma e acha bonito.",2,,,,,,,,,,,,
1009026819197921_1246821335394848,"O filho do bolsonaro, o primo, o tio, tudo no governo e os trocha pagando pai e a conta deles do restaurante.",2,,,,,,,,,,,,
1009026819197921_256385278107141,Primo do bolsonaro tava ganhando 400 mil trabalhando de laranja no senado.,2,,,,,,,,,,,,
1009026819197921_2214575668767062,Família bolsonaro mamando no governo graças ao time de kid que paga pau.,2,,,,,,,,,,,,
1009026819197921_1222687087848591,Na era dos roboglobotizados bolsonaro é herói. Fascistas ñ passarão.,2,,,,,,,,,,,,
1009026819197921_1047388962074035,Tinha que ter tirado o Jair Messias Bolsonaro para não passar vergonha xD,2,,,,,,,,,,,,
1009026819197921_1576004055757913,"Somente uma pessoa analfabeta polícia, para votar em Fascinora como o Bolsonaro..... xô satanás.",2,,,,,,,,,,,,
1009026819197921_1047395358740062,"Só uma pessoa desequilibrada mentalmente seria capaz de escolher uma peste tipo bolsonaro, esse homem é um mensageiro de capeta",2,,,,,,,,,,,,
1009026819197921_144323889408925,Bolsonaro que n seria. Incapaz de apoiar uma pessoa preconceituosa. E em ngm dessa lista.,2,,,,,,,,,,,,
1009026819197921_1407118265999777,"Meu Deus.  bolsonaro na cadeia,  verme!
Pior são essas pragas que acreditam que ele possa melhorar algo.

Luiza Erondina",2,,,,,,,,,,,,
1009026819197921_256350971443905,Os mesmos que outro dia  se diziam somos todos Cunha são os mesmos que apoia esse filho da puta chamado Bolsonaro estão todos doentes,2,,,,,,,,,,,,
1009026819197921_750281351817624,Bolsonaro + Filho + Primo + Tio = Uma bando de trocha bancando uma família e pagando pau.,2,,,,,,,,,,,,
954646961360116_954678374690308,Homem que vota em  Bolsonaro não Respeita a Própria Mãe as Filhas e a Própria Mulher.,2,,,,,,,,,,,,
954646961360116_954649354693210,"As bolsas do Brasil.
Bolsa Família p/ os mais pobres.
Bolsa Atleta p/ o esporte.
Bolsa de estudos p/ os alunos.
Bolsonaro p/ os imbecis.",2,,,,,,,,,,,,
954646961360116_954661188025360,"Se você olhar os comentários dos que apoiam o bolsonaro, é tudo igual, parece que copiam tudo de um lugar só e saem reproduzindo,  não tem nem a capacidade mental de usar sinônimos kkkkkkkk",2,,,,,,,,,,,,
954646961360116_954679424690203,Parabéns a todas as guerreiras Fora Jair Bolsonaro fascista semeador de ódio..,2,,,,,,,,,,,,
954646961360116_476569432698880,"Uma dupla comemoração, punir o safado do bolsonaro e a soltura do coitadinho do champinha, uma criança inocente.",2,,,,,,,,,,,,
954646961360116_954776268013852,Bolsonaro condenado pela segunda vez: maravilhoso! Ver o choro nos comentários de seus eleitores pré adolescentes: não tem preço!!,2,,,,,,,,,,,,
954646961360116_954809924677153,"Ao menos uma boa notícia nesse Brasil, quero ver sustentar, quem defende o bolsonaro defende violência contra mulher e isso nada tem a ver com politica, que toda essa corja caia, um por um.",2,,,,,,,,,,,,
954646961360116_954886228002856,"Aécio neves narco traficante ,Bolsonaro estrupador  pronto Maluf estrupa mas não mata tá formado o trio de bandidos ..",2,,,,,,,,,,,,
954646961360116_954681154690030,Bolsonaro Lula tudo igual da até nojo puro atores só enganam quem tem preguiça de pensar.,2,,,,,,,,,,,,
954646961360116_168212780393135,O Brasil agradece a Maria do Rosário!!! Bolsonaro é um asco!!! #ForaTemer #ForaMaia #ForaBolsonaro,2,,,,,,,,,,,,
954646961360116_1292722427506696,"Sou contra Bolsonaro, mas o fato de ela ter ganhado não melhora em nada a imagem dela é a mesma sem vergonha defensora de marginais ""vítimas da sociedade """,2,,,,,,,,,,,,
954646961360116_954652828026196,Bolsonaro se queima sozinho!!!,2,,,,,,,,,,,,
954646961360116_251249912050413,Tomou. Bolsonaro. Filho. De. Xogadeira. Porque. Filho. De uma. Mulher. Tu. Nao.  E. Nao. Gosta. De. Mulher.  Kkkkkkk,2,,,,,,,,,,,,
954646961360116_954697224688423,Mais burro que a família Bolsonaro é os chupa cu deles hahahahahhaahahahah,2,,,,,,,,,,,,
954646961360116_709734012566273,"CHUUUUUUUUUUPA 

bolsonaro seu CORRUPTO!!

HUEHUEHUEHUEHUEHUEHUEHUEHUEHUEHUEHUE",2,,,,,,,,,,,,
954646961360116_198676157336987,Sem Lula e sem Bolsonaro em 2018! #Doria2018,2,,,,,,,,,,,,
954646961360116_954660504692095,Vão ser alienados assim lá na terra dos Bosonaros .Tem que varrer estes Bolsonaros da Humanidade.,2,,,,,,,,,,,,
954646961360116_954658801358932,"Eu não voto nem nessa senhora, nem em bolsonaro",2,,,,,,,,,,,,
954646961360116_954657121359100,Tem que prender Bolsonaro,2,,,,,,,,,,,,
954646961360116_954715758019903,Chupa bolsonaro ...,2,,,,,,,,,,,,
954646961360116_954665534691592,bolsonaro esmurrado kkkkkkkkkkkkkkkkkkkkkkkkkkkk,2,,,,,,,,,,,,
1750658321894129_137602803507620,Ow criatura asquerosa é esse Bolsonaro,2,,,,,,,,,,,,
1750658321894129_1462132983907115,"Que horror esse verme do Bolsonaro qdo estamos querendo a paz, acabar com preconceitos e respeitar as diferenças. Esse homem não é do século XXI pertence ao século passado.",2,,,,,,,,,,,,
1750658321894129_1750764655216829,"Nível de educação a mesma do seus adoradores ....um ser sem nenhum argumento isso é bolsonaro .... aquele que queria colocar bombas no fornecimento de água do Rio porque seu salario não era bom....
.e agora apoiou todos os projetos contra o trabalhador",2,,,,,,,,,,,,
1750658321894129_156099608336655,"Há pouco assistir duas entrevistas de Bolsonaro onde ele afirma categoricamente não ser homofóbico, misógino e nem xenófobo. Por isso, os políticos não merecem créditos pois mentem deslavadamente sempre que estão dando entrevistas.",2,,,,,,,,,,,,
1750658321894129_140594496665595,"Ele faz isso , imagina ser for eleito a presidente , nossa quanto ódio sem necessidade , é esse Bolsonaro que está acendendo a chama do ódio nesse pais  , se preparem o pior está por vim , meu voto esse não ganha",2,,,,,,,,,,,,
1750658321894129_172065206678965,"A meu Deus como.tem gente que ainda que dá um voto a um maluco como esse Bolsonaro,um cara sem respeito sem moral desse jeito,e bom mesmo nosso Brasil tem que merece!",2,,,,,,,,,,,,
1750658321894129_277898382730247,Senhor bolsonaro o senhor é mais uma bixa enrustida que deve ter um bom armário para se esconder se joga na cara todo de Jona,2,,,,,,,,,,,,
1750658321894129_142956336296364,"Grunhos e nada mais se extrai deste indivíduo. Perde fácil em qualquer debate. ""Bolsonaro qual sua proposta para ampliação das vagas na rede pública de ensino? Vai tomar no cú babaca, petista, viado, comuniiista, filho da puta. Vou dar arma pra cada aluno matar professor de história"" kkkkkk",2,,,,,,,,,,,,
1750658321894129_121699951891672,"Este tal de Bolsonaro quer passar uma imagem de defender a família, mas daqui a pouco ele vai estar implantado aqueles clã como no USA que agridem afrodescendentes. Traços nazistas. Família nao, com certeza a dele os filhos na carreira politica.",2,,,,,,,,,,,,
1750658321894129_1892719340982711,Bolsonaro na presidência após ser contrariado vai mandar todo o povo se foder e tomar no cu pensa no preparo deste homem kkkkkkkkkkk,2,,,,,,,,,,,,
1750658321894129_1750747678551860,Kkkkk kkkkk kkkkk  mito e meu pinto ...bolsonaro fanfarrão. ..LULA PRESIDENTE.,2,,,,,,,,,,,,
1750658321894129_1751000301859931,"Nada contra homossexuais. Mas, esse Bolsonaro, não passa de um viado sem coragem de assumir que é gay, por isso essa revolta toda!",2,,,,,,,,,,,,
1750658321894129_1750998038526824,o  neonazismo está chegando no Brasil com  o tal de bolsonaro......,2,,,,,,,,,,,,
1750658321894129_1111075915692774,"A virulência da voz,a ausência de preparo intelectual,tão medieval esse Bolsonaro",2,,,,,,,,,,,,
1750658321894129_148937242352024,Bolsonaro foi condenado e segunda instancia STJ POR DANOS Morais.,2,,,,,,,,,,,,
1750658321894129_114729952553597,Bolsonaro e mal  educado  ele tem que deixar de ofender as pessoas  na proxima ele nao ganha mais nem pra vereador .,2,,,,,,,,,,,,
1750658321894129_445258282540173,Ridículo este Bolsonaro.Fora .Respeitar o próximo é o mínimo que este babaca tem que fazer.,2,,,,,,,,,,,,
1750658321894129_121854851873613,"Bolsonaro quando quebrou as pernas e os braços , deveria mesmo era ter quebrado o pescoço .",2,,,,,,,,,,,,
1750658321894129_749955541873360,joguem um bando de bosta na cara desse filho da puta do bolsonaro quer  oportunidade melhor que essa,2,,,,,,,,,,,,
1750658321894129_280400559124379,"Kkkk é um comédia mesmo. Bolsonaro nem merece alguma indagação, é um coitado.",2,,,,,,,,,,,,
1750658321894129_830731343760903,"Bolsonaro não tem vocação pra governar o país, não tem proposta, além de ser um homem descontrolado que gosta de gritar e ofender as pessoas.
Bolsolixo vc jamais será presidente com essa arrogância!",2,,,,,,,,,,,,
1750658321894129_1404702849579336,Bolsonaro é um monte de bosta! Imagino chegar perto e sentir o odor de merda pura!,2,,,,,,,,,,,,
1750658321894129_2045351005700838,"Bolsonaro é carta branca.  
A natureza marca ele  ,vai latir e não morderá nada. .",2,,,,,,,,,,,,
1750658321894129_150072925595425,"Parece piada...
Kkkkk 
Será que o Bolsonaro é Gay enrustido ?
Kkkkkkk
Ele se incomoda tanto com o rabo de homem...
Kkkkkkkk",2,,,,,,,,,,,,
1750658321894129_331157393977009,"Normal o vocabulário de Bolsonaro, o que esperar de um desequilibrado?",2,,,,,,,,,,,,
1750658321894129_849677571863956,"Esse Bolsonaro é um louco ,não tem condições de comandar nem um hospício ,quanto mais uma nação.",2,,,,,,,,,,,,
1750658321894129_119804308613021,"O intelecto é de um asno, mas a educação é de um Bolsonaro.",2,,,,,,,,,,,,
1750658321894129_158056854785199,"Eita povinho troxa,bolsonaro e politico ele quer ganhar eleicoes,nao esta nem ai depois que for eleito,o sistema politico sempre sera sujo e podre,depois nao reclamem.",2,,,,,,,,,,,,
1750658321894129_1750926078534020,O sonho do Bolsonaro deve ser dar sua rosquinha. O difícil é encontrar alguém querendo essa merda. De tanta frustração vive revoltado😂,2,,,,,,,,,,,,
1750658321894129_130103304280619,"Baixaria.
Quanta falta de vergonha.
Me sinto mal em ver este tipo de coisa vindo de uma pessoa que diz querer governar nosso país que nojo😡😡😡😡😡😡 deste sujeito por nome Jair Bolsonaro",2,,,,,,,,,,,,
1750658321894129_306623299821646,Esse Bolsonaro era pra ganhar nem pra vereador esse ze mané só fala besteira não fala nada que se aproveite,2,,,,,,,,,,,,
1750658321894129_550940345238145,Balsanaro tá com inveja pelo fato do cara tá dando o cu... Bolsonaro de seu cu também acabe com esse discursinho sem graça preconceito no Brasil é crime...sai do armário Bolsanara kkkkkkkkk,2,,,,,,,,,,,,
1750658321894129_139933523281127,Bolsonaro   vc precisa se preocupar com a corrupção  violência    que exala esse país  deixe os gays em paz sao trabalhadores pagam impostos  vivem dignamente  se vc nao falasse tanta merda acho que  vc teria chance,2,,,,,,,,,,,,
1750658321894129_351652171949463,Kakakakka ele não tem argumento Bolsonaro ao sabe berar.... Parece um cachorro louco,2,,,,,,,,,,,,
1750658321894129_1260235084076589,"Escória,safado, vagabundo, lixo fétido e tantos mais que vc merece seu lixo!!!!!! Bolsonaro Nunca!!!!!!",2,,,,,,,,,,,,
1750658321894129_1892713937649918,"Gente, alguém tinha que estudar essa fixação que o Bolsonaro tem com cu. Já tem pouco dentro daquela cabecinha e o cu parece permear todos os pensamentos do deputado. Todos não. Tem uns neurônios que ele gasta pensando no niobio e no grafeno.",2,,,,,,,,,,,,
1750658321894129_302257100243336,"O tipo de ""homem' que se acha capaz de ser presidente do Brasil. Bolsonaro. Lixo.",2,,,,,,,,,,,,
1750658321894129_877547835729210,O Brasil tá feio msm se a única saída é um presidente que ofende as pessoas que vive falando palavrão ridículo o que esse Bolsonaro faz Brasil tá perdido sem saber em quem votar,2,,,,,,,,,,,,
1750658321894129_734791540048159,"Esse verme do Bolsonaro deveria ter um cancer e morrer,isso e  um lixo,verme",2,,,,,,,,,,,,
1750658321894129_472234346480035,"Bolsonaro b
Com essa cara de Hitler Paraguai na infância era viadimho hoje da uma de machao  mas no fundo e uma bichona",2,,,,,,,,,,,,
1750658321894129_129456314381328,"bolsonaro vc vai votar neste homem para presidente do Brasil?

Por que?",2,,,,,,,,,,,,
1750658321894129_1247025098735650,"""Eu não sou amaldiçoado. Minha mãe me amou do mesmo jeito."" Só a gente sabe o que é passar anos chorando e sofrendo sozinho, por medo de não ser amado por Deus e por medo de ser rejeitado pela família. Bolsonaro infelizmente não sabe o peso que tem essas duas simples frases.",2,,,,,,,,,,,,
1750658321894129_110412909640572,Bolsonaro é a decadência  dos políticos  brasileiro...quem viveu  a ditadura sabe. A merda que é essa raça .,2,,,,,,,,,,,,
1750658321894129_1750971915196103,Não votem nesse Monstro cujo nome é Bolsonaro. Traidor do povo brasileiro.,2,,,,,,,,,,,,
1750658321894129_1617215931677711,"Quem odeia muito, é na verdade gay  camuflado...é o caso do Bolsonaro, Feliciano e outros!",2,,,,,,,,,,,,
1750658321894129_1505430086211246,Kkkkk fora seu lixo bolsonaro de meda nuca vai governa pais como brasil ...,2,,,,,,,,,,,,
1750658321894129_1645851858799205,Bolsonaro é um grande bandido tambem ele recebeu 18 milhões para proteger temer,2,,,,,,,,,,,,
1750658321894129_690759061135272,bolsonaro presidente? onde vamos parar com tais candidatos despreparados . no momento não tem ninguém kkkk,2,,,,,,,,,,,,
1750658321894129_765663186940165,"Bolsonaro é o marido de Jean Willys ...
Isso é um inrrustido !!",2,,,,,,,,,,,,
1750658321894129_917875208420952,Gente 207 milhões de habitantes quem é o Bolsonaro na fila do pão com esse eleitorado medíuocre de 30 mil?,2,,,,,,,,,,,,
1750658321894129_111697696163969,Bolsonaro tem jeito de aloprado. Ele e o Dória precisam de um sossega leão 🦁. São muito nervosas.,2,,,,,,,,,,,,
1750658321894129_1882112875440976,"Ser presidente é lidar com as diferenças, e bolsonaro não tem o menor preparo pra tal",2,,,,,,,,,,,,
1750658321894129_290043174835569,"Bolsonaro é esquentadinho, não tem perfil de presidente, mas, acredito que Bolsonaro vai se eleger não por ser o melhor, mas sim porque os outros são piores !",2,,,,,,,,,,,,
1750658321894129_129173154367699,Bolsonaro é muito despreparado,2,,,,,,,,,,,,
1750658321894129_284506165361847,Acho que Bolsonaro tem vontade de dar o caneco,2,,,,,,,,,,,,
1750658321894129_1809278536050073,Bolsonaro parece aquelas crianças de 10 anos com uns pais merdas kkkkkkkkkkkkkkkkkkk,2,,,,,,,,,,,,
1750658321894129_1292756157500038,"Bolsonaro, leia-se violência.",2,,,,,,,,,,,,
1750658321894129_110409172974279,Bolsonaro é a própria caçamba de lixo.,2,,,,,,,,,,,,
1750658321894129_114854919194022,Bolsonaro se eu fosse tu sair fora tu vai arrumar é pau para tua cabeça,2,,,,,,,,,,,,
1750658321894129_1717322944945665,"Os seguidores de Bolsonaro , conseguem ser mais doentes que ele.",2,,,,,,,,,,,,
1750658321894129_464668930581683,O BUCÉFALO BOLSONARO TOMOU NA TARRAQUETA!!!!,2,,,,,,,,,,,,
1750658321894129_1419152851453744,"Kkkkk, o Bolsonaro, por si só, se destrói! Kkkkkkkkkkkkk!",2,,,,,,,,,,,,
1750658321894129_1516099538412760,Fora bolsonaro. .....ninguém vota em vc não. .....,2,,,,,,,,,,,,
1750658321894129_110403756308154,Esse bolsonaro e um otario mesmo ....,2,,,,,,,,,,,,
1750658321894129_471976669828364,Bolsonaro é lixo e embusteiro,2,,,,,,,,,,,,
1750658321894129_1750754538551174,Bolsonaro não tem preparo para ser um ser humano.,2,,,,,,,,,,,,
1750658321894129_111892402838367,Esse bolsonaro é um monstro,2,,,,,,,,,,,,
1750658321894129_1936709279949986,Kkkkkkkkk Jair Bolsonaro  vagabundo,2,,,,,,,,,,,,
1750658321894129_137598686841365,"Este Bolsonaro é um descontrolado mental, ou seja um doente.",2,,,,,,,,,,,,
1750658321894129_662878180572936,Bolsonaros sendo Bolsolixos,2,,,,,,,,,,,,
1750658321894129_1750770565216238,Bolsonaro não sabe o significado da palavra RESPEITO.,2,,,,,,,,,,,,
1750658321894129_2396517287240549,Bolsonaro para aquelas criança chata de 12 anos de idade.,2,,,,,,,,,,,,
1750658321894129_122682448447003,Lixooo esse bolsonaro,2,,,,,,,,,,,,
1750658321894129_131386974251065,Mente vazia é oficina do Bolsonaro!!,2,,,,,,,,,,,,
1750658321894129_132766653980216,Bolsonaro LIXO ASQUEROSO,2,,,,,,,,,,,,
1750658321894129_1357618597689339,Urruuuuu!  Bolsonaro não ganha nem pro sal. kkk,2,,,,,,,,,,,,
1750658321894129_2014451235505705,Bolsonaro vai ser presidente dos zoloplados.,2,,,,,,,,,,,,
1750658321894129_1750677511892210,Esse cara é um merda desculpa a merda por ter que comparar a merda com bolsonaro,2,,,,,,,,,,,,
1750658321894129_147790865818390,Bolsonaro é um louco psicopata,2,,,,,,,,,,,,
1750658321894129_182556475654589,Gente acalmem-se o bolsonaro não ganha nem aqui e nem na China hahahah,2,,,,,,,,,,,,
1750658321894129_481907052167054,Esse Bolsonaro é um filho da puta safado e corno.,2,,,,,,,,,,,,
1750658321894129_1563148797039501,Bolsonaro preparadissimo.sempre coerente fdp,2,,,,,,,,,,,,
1750658321894129_1986044611617232,Bolsonaro safado .,2,,,,,,,,,,,,
1750658321894129_1750717595221535,Bolsonaro safado ..,2,,,,,,,,,,,,
1750658321894129_1426093744094792,Bolsonaro queima rosca encubado .,2,,,,,,,,,,,,
1750658321894129_110404316308098,Bolsonaro é um gay enrrustido. Não tem coragem de assumir. FDP,2,,,,,,,,,,,,
1750658321894129_519548365056154,Um caminhão de ovos no Bolsonaro,2,,,,,,,,,,,,
1750658321894129_1404709929578628,"Coitado dizista meu filho, Lula 2018 kkkkkkk beijinho bolsonaro",2,,,,,,,,,,,,
1750658321894129_337157523394690,PRA MIM O BOLSONARO GOSTA DE QUEIMAR A ROSCA SO TA COM MEDO DE SAIR DO ARMARIO,2,,,,,,,,,,,,
1750658321894129_194327824440139,Bolsonaro malema ser um vereador kkk,2,,,,,,,,,,,,
1750658321894129_1750988248527803,Esse Bolsonaro é patético. Que lixo de político.,2,,,,,,,,,,,,
1750658321894129_116017359056768,Bolsonaro.. .....piada nacional....kkkkkk,2,,,,,,,,,,,,
1750658321894129_136409150334816,Bolsonaro bandido escroto,2,,,,,,,,,,,,
1750658321894129_115204689118009,Cara... Bolsonaro é um desequilibrado!,2,,,,,,,,,,,,
1750658321894129_1248910425220005,Isso e um lixo Bolsonaro?,2,,,,,,,,,,,,
1750658321894129_275857476251592,Bolsonaro e mas um pra fuder o pais,2,,,,,,,,,,,,
1750658321894129_1706457889388868,"Bolsonaro como sempre, sem postura e desequilibrado",2,,,,,,,,,,,,
1750658321894129_877132099109824,Bolsonaro é um bosta.,2,,,,,,,,,,,,
1750658321894129_1344744218975288,Meu voto nao será do senhor Bolsonaro.,2,,,,,,,,,,,,
1750658321894129_388312414918002,Bolsonaro é um pau no cú.,2,,,,,,,,,,,,
1750658321894129_193339754569235,Bolsonaro presidente do Brasil significa que o Brasil vai sair do mapa.,2,,,,,,,,,,,,
1750658321894129_308712989597799,bolsonaro é o cara mais bosta,2,,,,,,,,,,,,
1750658321894129_1750701055223189,Que horror!!!! #FORABOLSONARO,2,,,,,,,,,,,,
1750658321894129_254308191754195,Bolsonaro pal no CU,2,,,,,,,,,,,,
1750658321894129_941559799318529,"Bolsonaro traidor!
#desumano",2,,,,,,,,,,,,
1785072625119365_1785319245094703,"Bolsolixo, Bostanaro,..",2,,,,,,,,,,,,
1785072625119365_1785127998447161,"Diego Aiara Oliveira e Jefferson Abreu não é vídeo feito por bolsominios não, é feito pelo o retardado mesmo do bolsolixo... o que me dizem?",2,,,,,,,,,,,,
1785072625119365_1785167255109902,"Esse Bolsoanta é um asno repugnante....pior é ver gente defender um acéfalo deste, impressionante??",2,,,,,,,,,,,,
1785072625119365_1785363738423587,"Bolsonaro  prega o ódio ao próximo, quando faço algum comentário sobre Bolsonaro , seus seguidores que não são eleitores, manifesta -se com ódio.",2,,,,,,,,,,,,
1785072625119365_1785448131748481,Se for pelo raciocínio de bolsosbosta..   a maioria é POBRE ...e a minoria é ELITE ...então o povo teria que sumir com a ELITE DO MAPA ...INCLUSIVE OS BOLSOBOSTAS,2,,,,,,,,,,,,
1785072625119365_1792087591084535,"Os babacas aplaudindo bolsomerda, sabe eles serão os primeiros a ser rifados!!!!",2,,,,,,,,,,,,
1785072625119365_1792315494395078,"Já vi mais de um apoiador do Jair Bolso de Bosta escrever ""menorias"" nos comentários. Está explicado porque votam nesse ser desprezível.",2,,,,,,,,,,,,
1785072625119365_1785500328409928,Verdadeira falasia! Só os Descerebrados e religiosos alienados estão com esse calhorda do Bolsonabo!,2,,,,,,,,,,,,
1785072625119365_1785486338411327,"Fico aqui aves abestado de ver gente apoiando essa aberração.
BOLSOBOSTA LIXO DA DITADURA MILITAR.
BOLSOBOSTA E SEUS SEGUIDORES BOLSOMERDA",2,,,,,,,,,,,,
1785072625119365_1785279308432030,Esse Bolsolouco é um verme.,2,,,,,,,,,,,,
1785072625119365_1785214368438524,este Bolsonaro e um demente.,2,,,,,,,,,,,,
1785072625119365_1785657631727531,BolsoLixo é minoria....CURVE-SE à maioria...#Lula2018,2,,,,,,,,,,,,
1785072625119365_1785732398386721,Nojeira essa Bolsonaro. Reencarnação do Hitler.,2,,,,,,,,,,,,
1785072625119365_1785712325055395,Esse Bolsonaro fala metda,2,,,,,,,,,,,,
1785072625119365_1785503315076296,"Bolsonaro, o pau te acha vagabundi",2,,,,,,,,,,,,
1785324111760883_1785330145093613,"Outro dia assistir um vídeo de um ilustre morador de rua da cidade de São Paulo, com conhecimento e desenvoltura infinitamente maior que  Bolsonaro.",2,,,,,,,,,,,,
1785324111760883_1785546888405272,"Vc viu uma entrevista do Bolsonaro, vc viu todas! As mesmas respostas prontas, decoradas. Só mesmo muito ignorante pra confiar o futuro do país na mão desse boçal.",2,,,,,,,,,,,,
